,Year,Time Occurred,Crime Code Description,Count,Hour
96663,2016,01:45:00,VEHICLE - STOLEN,10,1.45
96667,2016,01:46:00,BURGLARY,1,1.46
96671,2016,01:46:00,VEHICLE - STOLEN,1,1.46
96673,2016,01:47:00,BURGLARY,1,1.47
96674,2016,01:47:00,BURGLARY FROM VEHICLE,1,1.47
96679,2016,01:48:00,BURGLARY,2,1.48
96682,2016,01:49:00,BATTERY - SIMPLE ASSAULT,1,1.49
96683,2016,01:49:00,BURGLARY FROM VEHICLE,1,1.49
96689,2016,01:50:00,BATTERY - SIMPLE ASSAULT,42,1.5
96694,2016,01:50:00,BURGLARY,17,1.5
96695,2016,01:50:00,BURGLARY FROM VEHICLE,13,1.5
96713,2016,01:50:00,THEFT OF IDENTITY,2,1.5
96721,2016,01:50:00,VEHICLE - STOLEN,7,1.5
96723,2016,01:51:00,BURGLARY,2,1.51
96725,2016,01:52:00,BURGLARY,1,1.52
96730,2016,01:52:00,VEHICLE - STOLEN,1,1.52
96731,2016,01:53:00,BATTERY - SIMPLE ASSAULT,1,1.53
96737,2016,01:54:00,VEHICLE - STOLEN,1,1.54
96740,2016,01:55:00,BATTERY - SIMPLE ASSAULT,12,1.55
96744,2016,01:55:00,BURGLARY,8,1.55
96745,2016,01:55:00,BURGLARY FROM VEHICLE,3,1.55
96764,2016,01:55:00,VEHICLE - STOLEN,1,1.55
96767,2016,01:56:00,BATTERY - SIMPLE ASSAULT,2,1.56
96768,2016,01:56:00,BURGLARY,2,1.56
96772,2016,01:57:00,BURGLARY,1,1.57
96773,2016,01:57:00,BURGLARY FROM VEHICLE,1,1.57
96779,2016,01:58:00,BURGLARY FROM VEHICLE,1,1.58
96782,2016,01:58:00,THEFT OF IDENTITY,1,1.58
96789,2016,02:00:00,BATTERY - SIMPLE ASSAULT,189,2.0
96795,2016,02:00:00,BURGLARY,115,2.0
96796,2016,02:00:00,BURGLARY FROM VEHICLE,265,2.0
96841,2016,02:00:00,THEFT OF IDENTITY,36,2.0
96853,2016,02:00:00,VEHICLE - STOLEN,259,2.0
96861,2016,02:02:00,BATTERY - SIMPLE ASSAULT,1,2.02
96864,2016,02:02:00,VEHICLE - STOLEN,1,2.02
96865,2016,02:03:00,BURGLARY,1,2.03
96875,2016,02:05:00,BATTERY - SIMPLE ASSAULT,16,2.05
96878,2016,02:05:00,BURGLARY,8,2.05
96879,2016,02:05:00,BURGLARY FROM VEHICLE,9,2.05
96898,2016,02:05:00,VEHICLE - STOLEN,2,2.05
96904,2016,02:07:00,BURGLARY FROM VEHICLE,1,2.07
96908,2016,02:08:00,BURGLARY,1,2.08
96914,2016,02:09:00,THEFT OF IDENTITY,1,2.09
96918,2016,02:10:00,BATTERY - SIMPLE ASSAULT,32,2.1
96923,2016,02:10:00,BURGLARY,14,2.1
96924,2016,02:10:00,BURGLARY FROM VEHICLE,4,2.1
96949,2016,02:10:00,VEHICLE - STOLEN,3,2.1
96954,2016,02:11:00,BURGLARY FROM VEHICLE,2,2.11
96960,2016,02:12:00,BURGLARY,3,2.12
96961,2016,02:12:00,BURGLARY FROM VEHICLE,1,2.12
96967,2016,02:13:00,BATTERY - SIMPLE ASSAULT,1,2.13
96968,2016,02:13:00,BURGLARY,2,2.13
96970,2016,02:13:00,VEHICLE - STOLEN,1,2.13
96977,2016,02:15:00,BATTERY - SIMPLE ASSAULT,44,2.15
96982,2016,02:15:00,BURGLARY,25,2.15
96983,2016,02:15:00,BURGLARY FROM VEHICLE,13,2.15
97010,2016,02:15:00,THEFT OF IDENTITY,2,2.15
97018,2016,02:15:00,VEHICLE - STOLEN,16,2.15
97022,2016,02:16:00,BURGLARY,3,2.16
97025,2016,02:17:00,BURGLARY,2,2.17
97030,2016,02:18:00,BURGLARY,2,2.18
97038,2016,02:19:00,THEFT OF IDENTITY,1,2.19
97041,2016,02:19:00,VEHICLE - STOLEN,1,2.19
97044,2016,02:20:00,BATTERY - SIMPLE ASSAULT,32,2.2
97048,2016,02:20:00,BURGLARY,10,2.2
97049,2016,02:20:00,BURGLARY FROM VEHICLE,9,2.2
97077,2016,02:20:00,VEHICLE - STOLEN,7,2.2
97082,2016,02:21:00,BURGLARY,2,2.21
97083,2016,02:21:00,BURGLARY FROM VEHICLE,2,2.21
97087,2016,02:22:00,BATTERY - SIMPLE ASSAULT,1,2.22
97089,2016,02:22:00,VEHICLE - STOLEN,1,2.22
97091,2016,02:23:00,BURGLARY,1,2.23
97097,2016,02:24:00,THEFT OF IDENTITY,1,2.24
97100,2016,02:25:00,BATTERY - SIMPLE ASSAULT,14,2.25
97102,2016,02:25:00,BURGLARY,10,2.25
97103,2016,02:25:00,BURGLARY FROM VEHICLE,1,2.25
97120,2016,02:25:00,THEFT OF IDENTITY,2,2.25
97129,2016,02:25:00,VEHICLE - STOLEN,4,2.25
97132,2016,02:26:00,BURGLARY,3,2.26
97136,2016,02:27:00,BURGLARY,1,2.27
97145,2016,02:28:00,BURGLARY,2,2.28
97146,2016,02:28:00,BURGLARY FROM VEHICLE,1,2.28
97150,2016,02:28:00,THEFT OF IDENTITY,1,2.28
97151,2016,02:29:00,BATTERY - SIMPLE ASSAULT,1,2.29
97156,2016,02:30:00,BATTERY - SIMPLE ASSAULT,101,2.3
97161,2016,02:30:00,BURGLARY,57,2.3
97162,2016,02:30:00,BURGLARY FROM VEHICLE,60,2.3
97203,2016,02:30:00,THEFT OF IDENTITY,6,2.3
97212,2016,02:30:00,VEHICLE - STOLEN,93,2.3
97219,2016,02:32:00,BURGLARY,1,2.32
97229,2016,02:35:00,BATTERY - SIMPLE ASSAULT,8,2.35
97231,2016,02:35:00,BURGLARY,9,2.35
97232,2016,02:35:00,BURGLARY FROM VEHICLE,1,2.35
97242,2016,02:35:00,THEFT OF IDENTITY,10,2.35
97248,2016,02:35:00,VEHICLE - STOLEN,3,2.35
97254,2016,02:37:00,BURGLARY,2,2.37
97256,2016,02:37:00,THEFT OF IDENTITY,1,2.37
97259,2016,02:38:00,THEFT OF IDENTITY,2,2.38
97260,2016,02:38:00,VEHICLE - STOLEN,2,2.38
97261,2016,02:39:00,BURGLARY,2,2.39
97267,2016,02:40:00,BATTERY - SIMPLE ASSAULT,24,2.4
97271,2016,02:40:00,BURGLARY,13,2.4
97272,2016,02:40:00,BURGLARY FROM VEHICLE,7,2.4
97301,2016,02:40:00,THEFT OF IDENTITY,2,2.4
97311,2016,02:40:00,VEHICLE - STOLEN,6,2.4
97312,2016,02:41:00,BURGLARY,1,2.41
97315,2016,02:42:00,BURGLARY,1,2.42
97320,2016,02:43:00,BURGLARY,2,2.43
97324,2016,02:43:00,VEHICLE - STOLEN,1,2.43
97325,2016,02:44:00,BURGLARY,1,2.44
97332,2016,02:45:00,BATTERY - SIMPLE ASSAULT,42,2.45
97337,2016,02:45:00,BURGLARY,19,2.45
97338,2016,02:45:00,BURGLARY FROM VEHICLE,8,2.45
97360,2016,02:45:00,THEFT OF IDENTITY,5,2.45
97368,2016,02:45:00,VEHICLE - STOLEN,15,2.45
97371,2016,02:46:00,BURGLARY,1,2.46
97372,2016,02:46:00,BURGLARY FROM VEHICLE,1,2.46
97376,2016,02:47:00,BURGLARY,1,2.47
97377,2016,02:48:00,BURGLARY,1,2.48
97380,2016,02:49:00,BATTERY - SIMPLE ASSAULT,5,2.49
97384,2016,02:50:00,BATTERY - SIMPLE ASSAULT,20,2.5
97388,2016,02:50:00,BURGLARY,28,2.5
97389,2016,02:50:00,BURGLARY FROM VEHICLE,7,2.5
97408,2016,02:50:00,THEFT OF IDENTITY,3,2.5
97416,2016,02:50:00,VEHICLE - STOLEN,12,2.5
97422,2016,02:52:00,BURGLARY,1,2.52
97438,2016,02:55:00,BATTERY - SIMPLE ASSAULT,12,2.55
97443,2016,02:55:00,BURGLARY,15,2.55
97444,2016,02:55:00,BURGLARY FROM VEHICLE,3,2.55
97455,2016,02:55:00,THEFT OF IDENTITY,1,2.55
97463,2016,02:56:00,BURGLARY,1,2.56
97464,2016,02:57:00,BURGLARY,1,2.57
97465,2016,02:57:00,BURGLARY FROM VEHICLE,1,2.57
97467,2016,02:57:00,VEHICLE - STOLEN,2,2.57
97469,2016,02:58:00,BURGLARY,1,2.58
97470,2016,02:58:00,BURGLARY FROM VEHICLE,1,2.58
97476,2016,02:59:00,BURGLARY,2,2.59
97480,2016,03:00:00,BATTERY - SIMPLE ASSAULT,108,3.0
97486,2016,03:00:00,BURGLARY,117,3.0
97487,2016,03:00:00,BURGLARY FROM VEHICLE,137,3.0
97527,2016,03:00:00,THEFT OF IDENTITY,37,3.0
97539,2016,03:00:00,VEHICLE - STOLEN,206,3.0
97543,2016,03:01:00,BURGLARY FROM VEHICLE,1,3.01
97547,2016,03:02:00,BURGLARY,1,3.02
97552,2016,03:03:00,BURGLARY,3,3.03
97555,2016,03:03:00,VEHICLE - STOLEN,1,3.03
97556,2016,03:04:00,BURGLARY,2,3.04
97565,2016,03:05:00,BATTERY - SIMPLE ASSAULT,4,3.05
97567,2016,03:05:00,BURGLARY,7,3.05
97568,2016,03:05:00,BURGLARY FROM VEHICLE,4,3.05
97579,2016,03:05:00,THEFT OF IDENTITY,1,3.05
97587,2016,03:05:00,VEHICLE - STOLEN,2,3.05
97589,2016,03:06:00,BURGLARY,1,3.06
97590,2016,03:06:00,BURGLARY FROM VEHICLE,2,3.06
97592,2016,03:07:00,BURGLARY,2,3.07
97596,2016,03:08:00,BURGLARY,2,3.08
97600,2016,03:08:00,VEHICLE - STOLEN,1,3.08
97602,2016,03:09:00,BURGLARY FROM VEHICLE,1,3.09
97604,2016,03:09:00,VEHICLE - STOLEN,1,3.09
97608,2016,03:10:00,BATTERY - SIMPLE ASSAULT,9,3.1
97611,2016,03:10:00,BURGLARY,20,3.1
97612,2016,03:10:00,BURGLARY FROM VEHICLE,4,3.1
97625,2016,03:10:00,THEFT OF IDENTITY,6,3.1
97633,2016,03:10:00,VEHICLE - STOLEN,3,3.1
97636,2016,03:11:00,BURGLARY,2,3.11
97639,2016,03:12:00,BATTERY - SIMPLE ASSAULT,1,3.12
97640,2016,03:12:00,BURGLARY FROM VEHICLE,1,3.12
97643,2016,03:13:00,BATTERY - SIMPLE ASSAULT,1,3.13
97644,2016,03:13:00,BURGLARY,1,3.13
97647,2016,03:13:00,VEHICLE - STOLEN,1,3.13
97649,2016,03:14:00,BURGLARY,2,3.14
97651,2016,03:14:00,VEHICLE - STOLEN,1,3.14
97655,2016,03:15:00,BATTERY - SIMPLE ASSAULT,19,3.15
97659,2016,03:15:00,BURGLARY,18,3.15
97660,2016,03:15:00,BURGLARY FROM VEHICLE,14,3.15
97683,2016,03:15:00,THEFT OF IDENTITY,3,3.15
97690,2016,03:15:00,VEHICLE - STOLEN,10,3.15
97693,2016,03:16:00,BURGLARY,1,3.16
97696,2016,03:17:00,BURGLARY,3,3.17
97697,2016,03:17:00,BURGLARY FROM VEHICLE,2,3.17
97701,2016,03:18:00,BURGLARY,1,3.18
97709,2016,03:20:00,BATTERY - SIMPLE ASSAULT,22,3.2
97713,2016,03:20:00,BURGLARY,15,3.2
97714,2016,03:20:00,BURGLARY FROM VEHICLE,11,3.2
97735,2016,03:20:00,THEFT OF IDENTITY,3,3.2
97743,2016,03:20:00,VEHICLE - STOLEN,7,3.2
97750,2016,03:22:00,BURGLARY,1,3.22
97754,2016,03:22:00,VEHICLE - STOLEN,1,3.22
97756,2016,03:23:00,BURGLARY,4,3.23
97760,2016,03:24:00,BURGLARY,3,3.24
97763,2016,03:24:00,THEFT OF IDENTITY,1,3.24
97766,2016,03:24:00,VEHICLE - STOLEN,1,3.24
97770,2016,03:25:00,BATTERY - SIMPLE ASSAULT,8,3.25
97773,2016,03:25:00,BURGLARY,16,3.25
97774,2016,03:25:00,BURGLARY FROM VEHICLE,4,3.25
97792,2016,03:25:00,VEHICLE - STOLEN,1,3.25
97794,2016,03:26:00,BURGLARY,1,3.26
97795,2016,03:26:00,BURGLARY FROM VEHICLE,1,3.26
97799,2016,03:27:00,BATTERY - SIMPLE ASSAULT,1,3.27
97800,2016,03:27:00,BURGLARY,1,3.27
97802,2016,03:27:00,THEFT OF IDENTITY,2,3.27
97807,2016,03:28:00,THEFT OF IDENTITY,1,3.28
97811,2016,03:28:00,VEHICLE - STOLEN,2,3.28
97814,2016,03:30:00,BATTERY - SIMPLE ASSAULT,37,3.3
97820,2016,03:30:00,BURGLARY,74,3.3
97821,2016,03:30:00,BURGLARY FROM VEHICLE,44,3.3
97850,2016,03:30:00,THEFT OF IDENTITY,18,3.3
97859,2016,03:30:00,VEHICLE - STOLEN,36,3.3
97863,2016,03:31:00,BURGLARY,2,3.31
97864,2016,03:31:00,BURGLARY FROM VEHICLE,1,3.31
97866,2016,03:32:00,BURGLARY,2,3.32
97870,2016,03:33:00,BURGLARY,2,3.33
97873,2016,03:33:00,VEHICLE - STOLEN,1,3.33
97874,2016,03:34:00,BURGLARY,2,3.34
97878,2016,03:35:00,BATTERY - SIMPLE ASSAULT,8,3.35
97880,2016,03:35:00,BURGLARY,15,3.35
97881,2016,03:35:00,BURGLARY FROM VEHICLE,4,3.35
97896,2016,03:35:00,THEFT OF IDENTITY,1,3.35
97903,2016,03:35:00,VEHICLE - STOLEN,1,3.35
97907,2016,03:36:00,BURGLARY,1,3.36
97912,2016,03:36:00,VEHICLE - STOLEN,1,3.36
97914,2016,03:37:00,BURGLARY,2,3.37
97915,2016,03:37:00,VEHICLE - STOLEN,1,3.37
97917,2016,03:38:00,BATTERY - SIMPLE ASSAULT,1,3.38
97918,2016,03:38:00,BURGLARY,2,3.38
97919,2016,03:38:00,BURGLARY FROM VEHICLE,1,3.38
97924,2016,03:39:00,BURGLARY,1,3.39
97925,2016,03:39:00,THEFT OF IDENTITY,1,3.39
97926,2016,03:39:00,VEHICLE - STOLEN,1,3.39
97929,2016,03:40:00,BATTERY - SIMPLE ASSAULT,12,3.4
97932,2016,03:40:00,BURGLARY,19,3.4
97933,2016,03:40:00,BURGLARY FROM VEHICLE,13,3.4
97953,2016,03:40:00,THEFT OF IDENTITY,2,3.4
97961,2016,03:40:00,VEHICLE - STOLEN,6,3.4
97963,2016,03:41:00,BURGLARY,1,3.41
97965,2016,03:42:00,BURGLARY,1,3.42
97972,2016,03:43:00,BURGLARY,1,3.43
97973,2016,03:43:00,BURGLARY FROM VEHICLE,1,3.43
97974,2016,03:43:00,THEFT OF IDENTITY,1,3.43
